Total Nacional,Comunidades y Ciudades Autnomas,Provincias,Rgimen y estado,Periodo,Total
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M08,112
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M07,118
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M06,83
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M05,117
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M04,78
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M03,106
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M02,109
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2019M01,112
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M12,87
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M11,190
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M10,119
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M09,153
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M08,139
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M07,114
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M06,135
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M05,111
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M04,97
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M03,82
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M02,116
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2018M01,110
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M12,104
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M11,219
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M10,116
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M09,115
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M08,105
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M07,293
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M06,136
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M05,144
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M04,77
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M03,111
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M02,123
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2017M01,133
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M12,84
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M11,96
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M10,75
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M09,101
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M08,96
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M07,86
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M06,97
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M05,91
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M04,100
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M03,68
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M02,95
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2016M01,89
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M12,94
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M11,95
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M10,66
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M09,89
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M08,78
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M07,119
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M06,90
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M05,98
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M04,84
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M03,107
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M02,122
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2015M01,146
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M12,166
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M11,138
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M10,118
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M09,106
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M08,197
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M07,221
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M06,224
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M05,247
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M04,201
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M03,210
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M02,210
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2014M01,286
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M12,227
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M11,218
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M10,183
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M09,260
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M08,327
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M07,313
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M06,255
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M05,286
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M04,204
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M03,191
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M02,422
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2013M01,349
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M12,192
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M11,287
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M10,352
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M09,227
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M08,299
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M07,246
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M06,259
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M05,201
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M04,211
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M03,210
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M02,428
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2012M01,474
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M12,164
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M11,389
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M10,176
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M09,288
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M08,343
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M07,333
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M06,173
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M05,263
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M04,308
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M03,419
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M02,413
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2011M01,318
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M12,270
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M11,313
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M10,212
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M09,280
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M08,387
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M07,382
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M06,340
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M05,283
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M04,316
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M03,273
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M02,374
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2010M01,395
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M12,247
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M11,330
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M10,233
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M09,265
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M08,323
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M07,307
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M06,216
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M05,136
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M04,169
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M03,169
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M02,156
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2009M01,295
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M12,162
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M11,225
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M10,229
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M09,307
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M08,281
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M07,314
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M06,232
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M05,334
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M04,351
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M03,293
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M02,348
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2008M01,437
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M12,280
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M11,382
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M10,455
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M09,550
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M08,550
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M07,539
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M06,600
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M05,729
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M04,587
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M03,621
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M02,682
Total Nacional,09 Catalua,43 Tarragona,Vivienda nueva,2007M01,755
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2023M04,858
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2023M03,1.082
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2023M02,1.011
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2023M01,1.210
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M12,939
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M11,1.266
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M10,972
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M09,1.303
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M08,1.099
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M07,1.293
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M06,1.195
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M05,1.123
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M04,1.021
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M03,1.199
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M02,1.063
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2022M01,1.048
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M12,1.068
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M11,975
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M10,916
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M09,1.100
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M08,1.191
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M07,974
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M06,1.005
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M05,1.001
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M04,951
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M03,941
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M02,704
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2021M01,832
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M12,767
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M11,850
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M10,790
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M09,728
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M08,642
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M07,592
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M06,483
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M05,393
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M04,479
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M03,692
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M02,872
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2020M01,927
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M12,730
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M11,747
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M10,876
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M09,697
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M08,734
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M07,966
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M06,852
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M05,989
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M04,786
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M03,775
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M02,782
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2019M01,1.005
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M12,632
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M11,822
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M10,885
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M09,684
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M08,846
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M07,887
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M06,831
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M05,820
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M04,755
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M03,704
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M02,714
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2018M01,934
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M12,654
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M11,735
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M10,665
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M09,674
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M08,819
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M07,758
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M06,735
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M05,843
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M04,596
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M03,717
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M02,609
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2017M01,842
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M12,667
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M11,716
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M10,670
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M09,645
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M08,778
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M07,689
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M06,644
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M05,598
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M04,546
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M03,523
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M02,499
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2016M01,560
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M12,541
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M11,477
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M10,526
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M09,580
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M08,497
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M07,606
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M06,502
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M05,585
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M04,468
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M03,385
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M02,467
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2015M01,509
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M12,410
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M11,432
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M10,469
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M09,342
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M08,396
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M07,452
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M06,338
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M05,321
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M04,324
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M03,326
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M02,315
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2014M01,406
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M12,302
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M11,339
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M10,287
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M09,304
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M08,298
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M07,355
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M06,288
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M05,496
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M04,302
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M03,199
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M02,430
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2013M01,454
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M12,271
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M11,323
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M10,387
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M09,286
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M08,407
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M07,328
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M06,286
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M05,265
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M04,217
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M03,250
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M02,352
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2012M01,333
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M12,241
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M11,270
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M10,215
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M09,222
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M08,332
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M07,245
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M06,206
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M05,289
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M04,215
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M03,256
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M02,438
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2011M01,370
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M12,301
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M11,239
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M10,211
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M09,278
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M08,326
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M07,400
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M06,277
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M05,296
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M04,285
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M03,331
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M02,312
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2010M01,297
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M12,257
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M11,315
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M10,293
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M09,249
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M08,277
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M07,265
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M06,299
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M05,308
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M04,288
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M03,338
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M02,282
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2009M01,304
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M12,255
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M11,280
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M10,335
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M09,325
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M08,379
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M07,484
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M06,420
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M05,475
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M04,628
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M03,539
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M02,679
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2008M01,725
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M12,547
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M11,716
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M10,744
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M09,688
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M08,917
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M07,876
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M06,1.051
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M05,1.150
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M04,1.094
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M03,1.212
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M02,1.153
Total Nacional,09 Catalua,43 Tarragona,Vivienda usada,2007M01,1.391
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2023M04,1.007
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2023M03,1.293
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2023M02,1.142
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2023M01,1.361
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M12,1.030
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M11,1.448
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M10,1.152
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M09,1.514
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M08,1.239
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M07,1.473
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M06,1.336
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M05,1.284
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M04,1.145
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M03,1.395
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M02,1.210
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2022M01,1.246
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2021M12,1.218
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2021M11,1.098
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2021M10,1.035
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2021M09,1.231
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2021M08,1.348
Total Nacional,09 Catalua,43 Tarragona,Vivienda libre,2021M07,1.097
