,Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda
26079,Municipi,17093,Llers,2012,gener-desembre,14,537.04
26080,Municipi,25120,Lleida,2012,gener-desembre,2527,395.73
26082,Municipi,17092,Llançà,2012,gener-desembre,102,377.2
26085,Municipi,17089,Llagostera,2012,gener-desembre,159,379.39
26086,Municipi,8105,"Llagosta, la",2012,gener-desembre,175,528.85
26088,Municipi,17088,Lladó,2012,gener-desembre,7,625.01
26090,Municipi,25122,Linyola,2012,gener-desembre,20,295.5
26092,Municipi,25119,Juneda,2012,gener-desembre,16,340.94
26094,Municipi,17087,Juià,2012,gener-desembre,7,499.43
26095,Municipi,8103,Jorba,2012,gener-desembre,6,390.83
26096,Municipi,17086,"Jonquera, la",2012,gener-desembre,143,474.3
26099,Municipi,25113,Ivars d'Urgell,2012,gener-desembre,6,332.17
26103,Municipi,8102,Igualada,2012,gener-desembre,723,375.63
26104,Municipi,17083,Hostalric,2012,gener-desembre,46,421.68
26105,Municipi,8162,"Hostalets de Pierola, els",2012,gener-desembre,38,469.21
26106,Municipi,8101,"Hospitalet de Llobregat, l'",2012,gener-desembre,4894,565.62
26107,Municipi,43071,Horta de Sant Joan,2012,gener-desembre,7,286.01
26108,Municipi,8100,Gurb,2012,gener-desembre,14,532.86
26109,Municipi,25110,Guissona,2012,gener-desembre,145,353.56
26112,Municipi,17082,Guils de Cerdanya,2012,gener-desembre,9,1450.0
26113,Municipi,8099,Guardiola de Berguedà,2012,gener-desembre,12,275.59
26115,Municipi,8097,Gualba,2012,gener-desembre,21,446.19
26117,Municipi,8096,Granollers,2012,gener-desembre,1152,526.88
26121,Municipi,8094,"Granada, la",2012,gener-desembre,20,447.1
26122,Municipi,25099,Golmés,2012,gener-desembre,15,437.33
26123,Municipi,8092,Gironella,2012,gener-desembre,56,298.08
26124,Municipi,17079,Girona,2012,gener-desembre,3078,493.09
26127,Municipi,8091,Gelida,2012,gener-desembre,169,401.91
26129,Municipi,8089,Gavà,2012,gener-desembre,499,679.44
26130,Municipi,17077,Garriguella,2012,gener-desembre,9,522.22
26132,Municipi,17075,Garrigàs,2012,gener-desembre,10,549.77
26133,Municipi,8088,"Garriga, la",2012,gener-desembre,282,559.7
26135,Municipi,43064,Gandesa,2012,gener-desembre,23,320.87
26139,Municipi,25096,"Fuliola, la",2012,gener-desembre,6,375.67
26141,Municipi,8086,"Franqueses del Vallès, les",2012,gener-desembre,410,534.34
26143,Municipi,17073,Fornells de la Selva,2012,gener-desembre,18,663.33
26145,Municipi,17902,Forallac,2012,gener-desembre,17,653.26
26146,Municipi,8085,Font-rubí,2012,gener-desembre,8,451.88
26151,Municipi,8083,Folgueroles,2012,gener-desembre,24,451.67
26156,Municipi,43060,Flix,2012,gener-desembre,28,261.05
26157,Municipi,17067,Flaçà,2012,gener-desembre,11,476.18
26159,Municipi,17066,Figueres,2012,gener-desembre,1687,425.66
26160,Municipi,8134,Figaró-Montmany,2012,gener-desembre,11,439.57
26163,Municipi,43055,Falset,2012,gener-desembre,52,378.65
26165,Municipi,25086,Esterri d'Àneu,2012,gener-desembre,7,350.0
26168,Municipi,8254,"Esquirol, l'",2012,gener-desembre,32,377.93
26172,Municipi,8077,Esplugues de Llobregat,2012,gener-desembre,643,693.35
26173,Municipi,43054,"Espluga de Francolí, l'",2012,gener-desembre,24,355.42
26175,Municipi,17063,Espinelves,2012,gener-desembre,8,895.0
26176,Municipi,8076,Esparreguera,2012,gener-desembre,295,505.94
26177,Municipi,17062,"Escala, l'",2012,gener-desembre,142,498.88
26179,Municipi,8075,Dosrius,2012,gener-desembre,70,696.6
26180,Municipi,43901,Deltebre,2012,gener-desembre,62,295.62
26182,Municipi,17060,Darnius,2012,gener-desembre,9,366.67
26183,Municipi,43051,Cunit,2012,gener-desembre,169,506.09
26184,Municipi,8074,Cubelles,2012,gener-desembre,255,580.64
26187,Municipi,43050,Creixell,2012,gener-desembre,48,484.69
26188,Municipi,43049,Cornudella de Montsant,2012,gener-desembre,6,435.0
26189,Municipi,17056,Cornellà del Terri,2012,gener-desembre,11,546.82
26190,Municipi,8073,Cornellà de Llobregat,2012,gener-desembre,1440,559.58
26191,Municipi,17057,Corçà,2012,gener-desembre,15,565.33
26194,Municipi,8072,Corbera de Llobregat,2012,gener-desembre,303,591.64
26195,Municipi,43047,Constantí,2012,gener-desembre,94,350.95
26200,Municipi,8069,Collbató,2012,gener-desembre,29,702.76
26201,Municipi,17054,Colera,2012,gener-desembre,6,358.33
26203,Municipi,17050,Cervià de Ter,2012,gener-desembre,7,561.9
26205,Municipi,25072,Cervera,2012,gener-desembre,96,322.73
26206,Municipi,8068,Cervelló,2012,gener-desembre,114,672.8
26207,Municipi,8266,Cerdanyola del Vallès,2012,gener-desembre,862,624.29
26209,Municipi,8067,Centelles,2012,gener-desembre,177,437.66
26210,Municipi,17049,Celrà,2012,gener-desembre,98,517.88
26211,Municipi,17189,"Cellera de Ter, la",2012,gener-desembre,10,374.2
26212,Municipi,43043,"Catllar, el",2012,gener-desembre,24,522.71
26213,Municipi,8066,Castellví de Rosanes,2012,gener-desembre,9,480.0
26214,Municipi,8065,Castellví de la Marca,2012,gener-desembre,8,393.75
26215,Municipi,43042,Castellvell del Camp,2012,gener-desembre,9,597.78
26216,Municipi,8064,Castellterçol,2012,gener-desembre,33,424.85
26217,Municipi,25070,Castellserà,2012,gener-desembre,8,303.13
26218,Municipi,17048,Castell-Platja d'Aro,2012,gener-desembre,109,511.46
26220,Municipi,17047,Castelló d'Empúries,2012,gener-desembre,159,473.1
26223,Municipi,8062,Castellnou de Bages,2012,gener-desembre,6,562.5
26224,Municipi,8061,Castellgalí,2012,gener-desembre,41,455.61
26225,Municipi,17046,Castellfollit de la Roca,2012,gener-desembre,12,254.44
26226,Municipi,8058,Castellet i la Gornal,2012,gener-desembre,6,390.0
26227,Municipi,8056,Castelldefels,2012,gener-desembre,930,764.75
26230,Municipi,8054,Castellbisbal,2012,gener-desembre,109,637.06
26231,Municipi,8053,Castellbell i el Vilar,2012,gener-desembre,56,406.38
26232,Municipi,8051,Castellar del Vallès,2012,gener-desembre,376,564.52
26234,Municipi,8049,Casserres,2012,gener-desembre,8,360.0
26235,Municipi,17044,Cassà de la Selva,2012,gener-desembre,156,486.0
26237,Municipi,8048,Carme,2012,gener-desembre,7,351.57
26238,Municipi,8047,Cardona,2012,gener-desembre,49,251.86
26239,Municipi,8046,Cardedeu,2012,gener-desembre,357,537.53
26240,Municipi,17042,Capmany,2012,gener-desembre,7,428.57
26241,Municipi,8044,Capellades,2012,gener-desembre,75,379.32
26242,Municipi,8043,Canyelles,2012,gener-desembre,22,729.36
26244,Municipi,8042,Cànoves i Samalús,2012,gener-desembre,21,667.91
26245,Municipi,8041,Canovelles,2012,gener-desembre,195,486.7
26246,Municipi,43907,"Canonja, la",2012,gener-desembre,94,400.68
26247,Municipi,8040,Canet de Mar,2012,gener-desembre,194,511.68
26249,Municipi,17039,Camprodon,2012,gener-desembre,19,377.58
26251,Municipi,8039,Campins,2012,gener-desembre,9,450.11
26252,Municipi,17036,Campdevànol,2012,gener-desembre,28,372.35
26254,Municipi,43038,Cambrils,2012,gener-desembre,449,487.74
26255,Municipi,43903,Camarles,2012,gener-desembre,12,285.83
26257,Municipi,17034,Calonge i Sant Antoni,2012,gener-desembre,120,517.43
26258,Municipi,8038,Callús,2012,gener-desembre,58,378.8
26259,Municipi,8037,Calldetenes,2012,gener-desembre,37,449.22
26260,Municipi,8035,Calella,2012,gener-desembre,562,468.66
26261,Municipi,8032,Caldes d'Estrac,2012,gener-desembre,44,684.36
26262,Municipi,8033,Caldes de Montbui,2012,gener-desembre,376,517.73
26263,Municipi,17033,Caldes de Malavella,2012,gener-desembre,86,532.7
26264,Municipi,8034,Calders,2012,gener-desembre,12,366.33
26265,Municipi,43037,Calafell,2012,gener-desembre,368,492.17
26266,Municipi,8031,Calaf,2012,gener-desembre,46,231.76
26267,Municipi,17032,Cadaqués,2012,gener-desembre,57,583.7
26268,Municipi,8030,Cabrils,2012,gener-desembre,78,942.17
26269,Municipi,8029,Cabrera de Mar,2012,gener-desembre,45,721.89
26270,Municipi,8028,Cabrera d'Anoia,2012,gener-desembre,7,519.19
26271,Municipi,43036,Cabra del Camp,2012,gener-desembre,7,485.71
26272,Municipi,8027,"Cabanyes, les",2012,gener-desembre,7,525.71
26273,Municipi,17030,Cabanes,2012,gener-desembre,10,507.5
26278,Municipi,8025,"Bruc, el",2012,gener-desembre,12,428.67
26279,Municipi,17027,Breda,2012,gener-desembre,53,407.06
26281,Municipi,43033,Botarell,2012,gener-desembre,9,406.11
26282,Municipi,25059,Bossòst,2012,gener-desembre,13,420.0
26284,Municipi,17026,Borrassà,2012,gener-desembre,7,457.14
26285,Municipi,43031,"Borges del Camp, les",2012,gener-desembre,21,363.62
26286,Municipi,25058,"Borges Blanques, les",2012,gener-desembre,71,337.69
26287,Municipi,17025,Bordils,2012,gener-desembre,17,528.34
26288,Municipi,43030,Bonastre,2012,gener-desembre,9,427.78
26291,Municipi,17023,Blanes,2012,gener-desembre,687,444.59
26294,Municipi,17022,"Bisbal d'Empordà, la",2012,gener-desembre,187,384.33
26295,Municipi,43028,"Bisbal del Penedès, la",2012,gener-desembre,17,451.18
26296,Municipi,8023,Bigues i Riells,2012,gener-desembre,74,611.41
26297,Municipi,17020,Bescanó,2012,gener-desembre,43,506.43
26298,Municipi,17019,Besalú,2012,gener-desembre,32,415.73
26299,Municipi,8022,Berga,2012,gener-desembre,246,350.33
26303,Municipi,25052,Bellvís,2012,gener-desembre,11,347.39
26304,Municipi,25051,Bellver de Cerdanya,2012,gener-desembre,98,559.21
26305,Municipi,43024,Bellvei,2012,gener-desembre,28,411.61
26306,Municipi,25050,Bellpuig,2012,gener-desembre,81,368.57
26307,Municipi,25048,Bell-lloc d'Urgell,2012,gener-desembre,24,367.29
26308,Municipi,25047,Bellcaire d'Urgell,2012,gener-desembre,7,353.57
26309,Municipi,17018,Bellcaire d'Empordà,2012,gener-desembre,6,466.67
26311,Municipi,17013,Begur,2012,gener-desembre,20,620.32
26312,Municipi,8020,Begues,2012,gener-desembre,92,872.95
26314,Municipi,17016,Bàscara,2012,gener-desembre,13,471.15
26316,Municipi,8019,Barcelona,2012,gener-desembre,41047,720.13
26317,Municipi,8252,Barberà del Vallès,2012,gener-desembre,444,557.09
26320,Municipi,17015,Banyoles,2012,gener-desembre,385,418.05
26321,Municipi,43020,Banyeres del Penedès,2012,gener-desembre,49,314.11
26322,Municipi,8018,Balsareny,2012,gener-desembre,29,381.93
26323,Municipi,8017,Balenyà,2012,gener-desembre,58,391.16
26324,Municipi,25040,Balaguer,2012,gener-desembre,238,320.16
26326,Municipi,8016,Bagà,2012,gener-desembre,16,328.75
26327,Municipi,8904,Badia del Vallès,2012,gener-desembre,19,302.3
26328,Municipi,8015,Badalona,2012,gener-desembre,3241,580.31
26329,Municipi,8013,Avinyonet del Penedès,2012,gener-desembre,18,473.56
26330,Municipi,17012,Avinyonet de Puigventós,2012,gener-desembre,8,631.13
26331,Municipi,8012,Avinyó,2012,gener-desembre,22,376.63
26332,Municipi,8011,Avià,2012,gener-desembre,24,393.96
26335,Municipi,43019,Ascó,2012,gener-desembre,6,430.83
26336,Municipi,25034,Artesa de Segre,2012,gener-desembre,37,286.41
26338,Municipi,8010,Artés,2012,gener-desembre,104,378.97
26339,Municipi,17011,"Armentera, l'",2012,gener-desembre,14,445.0
26340,Municipi,8009,Argentona,2012,gener-desembre,242,610.34
26344,Municipi,8007,Arenys de Munt,2012,gener-desembre,131,523.37
26345,Municipi,8006,Arenys de Mar,2012,gener-desembre,316,527.26
26346,Municipi,17009,Arbúcies,2012,gener-desembre,104,364.57
26348,Municipi,43016,"Arboç, l'",2012,gener-desembre,62,362.53
26349,Municipi,25029,Arbeca,2012,gener-desembre,6,332.5
26350,Municipi,25027,Anglesola,2012,gener-desembre,11,355.45
26351,Municipi,17008,Anglès,2012,gener-desembre,86,372.85
26352,Municipi,43014,Amposta,2012,gener-desembre,245,324.65
26353,Municipi,43906,"Ampolla, l'",2012,gener-desembre,35,403.57
26354,Municipi,8005,"Ametlla del Vallès, l'",2012,gener-desembre,79,806.29
26355,Municipi,43013,"Ametlla de Mar, l'",2012,gener-desembre,47,384.75
26356,Municipi,17007,Amer,2012,gener-desembre,18,405.0
26357,Municipi,43012,Altafulla,2012,gener-desembre,84,529.19
26358,Municipi,25023,Alpicat,2012,gener-desembre,43,506.21
26359,Municipi,17006,Alp,2012,gener-desembre,31,481.61
26360,Municipi,43011,Almoster,2012,gener-desembre,10,460.0
26361,Municipi,25021,Almenar,2012,gener-desembre,9,382.78
26362,Municipi,25019,Almacelles,2012,gener-desembre,52,317.92
26365,Municipi,25016,Alguaire,2012,gener-desembre,18,351.31
26367,Municipi,43009,Alforja,2012,gener-desembre,18,359.44
26368,Municipi,25013,Alfarràs,2012,gener-desembre,15,267.03
26370,Municipi,8003,Alella,2012,gener-desembre,129,858.49
26373,Municipi,43904,"Aldea, l'",2012,gener-desembre,27,324.07
26374,Municipi,43005,Alcover,2012,gener-desembre,44,388.55
26375,Municipi,25012,Alcoletge,2012,gener-desembre,40,362.6
26376,Municipi,25011,Alcarràs,2012,gener-desembre,131,355.35
26378,Municipi,43004,Alcanar,2012,gener-desembre,23,346.96
26379,Municipi,17004,Albons,2012,gener-desembre,6,540.0
26381,Municipi,43002,Albinyana,2012,gener-desembre,6,541.67
26382,Municipi,25008,Albesa,2012,gener-desembre,6,321.67
26383,Municipi,25007,Albatàrrec,2012,gener-desembre,15,406.0
26386,Municipi,25004,"Alamús, els",2012,gener-desembre,6,388.33
26387,Municipi,25038,Aitona,2012,gener-desembre,6,354.17
26390,Municipi,8014,Aiguafreda,2012,gener-desembre,44,404.55
26391,Municipi,17001,Agullana,2012,gener-desembre,11,506.82
26393,Municipi,25003,Agramunt,2012,gener-desembre,39,343.43
26395,Municipi,8001,Abrera,2012,gener-desembre,255,491.97
26399,Municipi,43178,Vinyols i els Arcs,2011,gener-desembre,10,438.0
26400,Municipi,43177,Vinebre,2011,gener-desembre,11,374.55
26402,Municipi,43176,Vimbodí i Poblet,2011,gener-desembre,6,360.83
26405,Municipi,17233,Vilobí d'Onyar,2011,gener-desembre,29,551.1
26406,Municipi,8304,Vilobí del Penedès,2011,gener-desembre,6,573.33
26409,Municipi,8219,Vilassar de Mar,2011,gener-desembre,336,720.47
26410,Municipi,8214,Vilassar de Dalt,2011,gener-desembre,111,715.88
26411,Municipi,43171,Vila-seca,2011,gener-desembre,329,486.3
26412,Municipi,17230,Vila-sacra,2011,gener-desembre,11,389.55
26413,Municipi,43170,Vila-rodona,2011,gener-desembre,10,418.0
26415,Municipi,8307,Vilanova i la Geltrú,2011,gener-desembre,1048,553.18
26417,Municipi,8902,Vilanova del Vallès,2011,gener-desembre,67,668.21
26418,Municipi,8302,Vilanova del Camí,2011,gener-desembre,99,384.0
26424,Municipi,17226,Vilamalla,2011,gener-desembre,9,551.67
26425,Municipi,17225,Vilamacolum,2011,gener-desembre,7,480.0
26426,Municipi,43166,Vilallonga del Camp,2011,gener-desembre,40,451.38
26428,Municipi,8306,Vilalba Sasserra,2011,gener-desembre,24,520.21
26429,Municipi,17223,Vilajuïga,2011,gener-desembre,10,445.0
26430,Municipi,25244,Vilagrassa,2011,gener-desembre,7,330.0
26431,Municipi,8305,Vilafranca del Penedès,2011,gener-desembre,790,469.28
26432,Municipi,17221,Vilafant,2011,gener-desembre,53,556.92
26433,Municipi,17220,Viladrau,2011,gener-desembre,15,501.33
26435,Municipi,8300,Viladecavalls,2011,gener-desembre,42,682.62
26436,Municipi,8301,Viladecans,2011,gener-desembre,651,645.36
26439,Municipi,17215,Vilablareix,2011,gener-desembre,8,640.63
26440,Municipi,17214,Vilabertran,2011,gener-desembre,14,471.64
26442,Municipi,25243,Vielha e Mijaran,2011,gener-desembre,57,534.67
26443,Municipi,17213,Vidreres,2011,gener-desembre,49,515.02
26445,Municipi,8298,Vic,2011,gener-desembre,1302,465.92
26447,Municipi,17211,Verges,2011,gener-desembre,8,478.75
26449,Municipi,17210,Ventalló,2011,gener-desembre,8,506.25
26450,Municipi,43163,"Vendrell, el",2011,gener-desembre,541,439.5
26451,Municipi,43162,Vandellòs i l'Hospitalet de l'Infant,2011,gener-desembre,37,459.03
26453,Municipi,43161,Valls,2011,gener-desembre,432,408.35
26454,Municipi,8296,Vallromanes,2011,gener-desembre,39,891.79
26455,Municipi,43160,Vallmoll,2011,gener-desembre,11,496.0
26457,Municipi,8295,Vallirana,2011,gener-desembre,151,620.4
26458,Municipi,8294,Vallgorguina,2011,gener-desembre,21,646.57
26461,Municipi,25240,Vallfogona de Balaguer,2011,gener-desembre,10,366.7
26465,Municipi,17207,"Vall d'en Bas, la",2011,gener-desembre,42,462.93
26467,Municipi,17208,"Vall de Bianya, la",2011,gener-desembre,10,378.0
26469,Municipi,8291,Vacarisses,2011,gener-desembre,46,655.02
26473,Municipi,43156,Ulldecona,2011,gener-desembre,46,269.57
26475,Municipi,8290,Ullastrell,2011,gener-desembre,11,613.0
26476,Municipi,17204,Ullà,2011,gener-desembre,6,478.67
26477,Municipi,25234,Tremp,2011,gener-desembre,59,337.29
26478,Municipi,17202,Tossa de Mar,2011,gener-desembre,57,542.93
26479,Municipi,43155,Tortosa,2011,gener-desembre,732,364.29
26480,Municipi,17200,Tortellà,2011,gener-desembre,9,429.44
26481,Municipi,17199,Torroella de Montgrí,2011,gener-desembre,156,481.52
26482,Municipi,17198,Torroella de Fluvià,2011,gener-desembre,13,634.62
26485,Municipi,8289,Torrelles de Llobregat,2011,gener-desembre,85,579.67
26486,Municipi,8288,Torrelles de Foix,2011,gener-desembre,24,393.75
26489,Municipi,25230,Torregrossa,2011,gener-desembre,8,305.13
26491,Municipi,25228,Torrefarrera,2011,gener-desembre,46,443.87
26492,Municipi,43153,Torredembarra,2011,gener-desembre,330,483.82
26494,Municipi,8286,"Torre de Claramunt, la",2011,gener-desembre,14,477.14
26496,Municipi,25225,Tornabous,2011,gener-desembre,13,296.15
26497,Municipi,8285,Torelló,2011,gener-desembre,246,367.7
26498,Municipi,8284,Tordera,2011,gener-desembre,237,461.94
26499,Municipi,25223,Torà,2011,gener-desembre,9,337.78
26500,Municipi,8283,Tona,2011,gener-desembre,159,486.41
26502,Municipi,43149,Tivenys,2011,gener-desembre,6,308.33
26504,Municipi,8282,Tiana,2011,gener-desembre,87,856.34
26505,Municipi,8279,Terrassa,2011,gener-desembre,4398,514.73
26506,Municipi,17196,Terrades,2011,gener-desembre,6,725.0
26508,Municipi,8281,Teià,2011,gener-desembre,97,659.71
26511,Municipi,25217,Tàrrega,2011,gener-desembre,206,353.09
26512,Municipi,43148,Tarragona,2011,gener-desembre,3789,495.02
26513,Municipi,8278,Taradell,2011,gener-desembre,115,429.8
26519,Municipi,8274,Súria,2011,gener-desembre,28,333.39
26522,Municipi,8273,Subirats,2011,gener-desembre,18,440.17
26524,Municipi,25209,Sort,2011,gener-desembre,63,387.14
26526,Municipi,25207,Solsona,2011,gener-desembre,145,323.47
26530,Municipi,8270,Sitges,2011,gener-desembre,585,810.92
26531,Municipi,17193,Sils,2011,gener-desembre,76,518.09
26533,Municipi,8269,Seva,2011,gener-desembre,29,552.86
26534,Municipi,25203,"Seu d'Urgell, la",2011,gener-desembre,302,395.37
26535,Municipi,25204,Seròs,2011,gener-desembre,12,388.08
26536,Municipi,17190,Serinyà,2011,gener-desembre,12,451.67
26537,Municipi,8267,Sentmenat,2011,gener-desembre,106,515.61
26540,Municipi,43044,"Sénia, la",2011,gener-desembre,20,322.4
26541,Municipi,43145,"Selva del Camp, la",2011,gener-desembre,54,497.09
26543,Municipi,43144,"Secuita, la",2011,gener-desembre,18,477.5
26545,Municipi,17186,Sarrià de Ter,2011,gener-desembre,34,518.68
26546,Municipi,43142,Sarral,2011,gener-desembre,11,298.18
26547,Municipi,8192,Santpedor,2011,gener-desembre,148,448.49
26548,Municipi,8261,Santa Susanna,2011,gener-desembre,38,671.29
26549,Municipi,8260,Santa Perpètua de Mogoda,2011,gener-desembre,260,564.01
26550,Municipi,17184,Santa Pau,2011,gener-desembre,7,557.86
26551,Municipi,43140,Santa Oliva,2011,gener-desembre,18,555.83
26553,Municipi,8259,Santa Maria de Palautordera,2011,gener-desembre,125,534.3
26554,Municipi,8256,Santa Maria de Martorelles,2011,gener-desembre,9,592.44
26556,Municipi,8251,Santa Margarida i els Monjos,2011,gener-desembre,124,432.69
26557,Municipi,8250,Santa Margarida de Montbui,2011,gener-desembre,96,364.82
26560,Municipi,8248,Santa Eulàlia de Ronçana,2011,gener-desembre,48,668.77
26561,Municipi,8247,Santa Eulàlia de Riuprimer,2011,gener-desembre,21,517.62
26562,Municipi,8246,Santa Eugènia de Berga,2011,gener-desembre,47,510.43
26563,Municipi,17181,Santa Cristina d'Aro,2011,gener-desembre,57,575.09
26564,Municipi,43139,Santa Coloma de Queralt,2011,gener-desembre,20,398.0
26565,Municipi,8245,Santa Coloma de Gramenet,2011,gener-desembre,1510,561.56
26566,Municipi,17180,Santa Coloma de Farners,2011,gener-desembre,164,453.63
26567,Municipi,8244,Santa Coloma de Cervelló,2011,gener-desembre,69,685.45
26568,Municipi,43138,Santa Bàrbara,2011,gener-desembre,24,362.67
26569,Municipi,8263,Sant Vicenç dels Horts,2011,gener-desembre,216,638.13
26570,Municipi,8265,Sant Vicenç de Torelló,2011,gener-desembre,20,358.5
26571,Municipi,8264,Sant Vicenç de Montalt,2011,gener-desembre,82,1048.99
26572,Municipi,8262,Sant Vicenç de Castellet,2011,gener-desembre,236,402.04
26573,Municipi,8098,Sant Salvador de Guardiola,2011,gener-desembre,20,515.25
26574,Municipi,8240,Sant Sadurní d'Anoia,2011,gener-desembre,289,472.48
26575,Municipi,8239,Sant Quirze Safaja,2011,gener-desembre,6,512.5
26576,Municipi,8238,Sant Quirze del Vallès,2011,gener-desembre,188,711.58
26577,Municipi,8237,Sant Quirze de Besora,2011,gener-desembre,21,362.48
26578,Municipi,8236,Sant Quintí de Mediona,2011,gener-desembre,28,435.89
26579,Municipi,8235,Sant Pol de Mar,2011,gener-desembre,95,696.28
26580,Municipi,17178,Sant Pere Pescador,2011,gener-desembre,66,449.95
26581,Municipi,8234,Sant Pere de Vilamajor,2011,gener-desembre,30,725.57
26582,Municipi,8233,Sant Pere de Torelló,2011,gener-desembre,22,368.41
26583,Municipi,8232,Sant Pere de Riudebitlles,2011,gener-desembre,17,445.59
26584,Municipi,8231,Sant Pere de Ribes,2011,gener-desembre,331,616.99
26587,Municipi,17175,Sant Miquel de Fluvià,2011,gener-desembre,9,483.33
26592,Municipi,8227,Sant Martí Sarroca,2011,gener-desembre,26,485.0
26593,Municipi,8226,Sant Martí de Tous,2011,gener-desembre,6,404.17
26596,Municipi,8224,Sant Martí de Centelles,2011,gener-desembre,23,514.78
26598,Municipi,8223,Sant Llorenç Savall,2011,gener-desembre,35,469.0
26599,Municipi,8222,Sant Llorenç d'Hortons,2011,gener-desembre,41,451.9
26601,Municipi,17171,Sant Llorenç de la Muga,2011,gener-desembre,6,487.5
26602,Municipi,8221,Sant Just Desvern,2011,gener-desembre,270,990.53
26603,Municipi,17903,Sant Julià del Llor i Bonmatí,2011,gener-desembre,6,421.67
26604,Municipi,8220,Sant Julià de Vilatorta,2011,gener-desembre,37,466.19
26605,Municipi,17169,Sant Julià de Ramis,2011,gener-desembre,41,563.39
26607,Municipi,17166,Sant Jordi Desvalls,2011,gener-desembre,7,478.57
26608,Municipi,17185,Sant Joan les Fonts,2011,gener-desembre,16,401.56
26609,Municipi,8217,Sant Joan Despí,2011,gener-desembre,407,661.43
26610,Municipi,8218,Sant Joan de Vilatorrada,2011,gener-desembre,132,409.28
26612,Municipi,17167,Sant Joan de les Abadesses,2011,gener-desembre,15,352.4
26613,Municipi,43902,Sant Jaume d'Enveja,2011,gener-desembre,18,322.67
26614,Municipi,43137,Sant Jaume dels Domenys,2011,gener-desembre,17,468.53
26616,Municipi,8193,Sant Iscle de Vallalta,2011,gener-desembre,34,570.44
26617,Municipi,8215,Sant Hipòlit de Voltregà,2011,gener-desembre,25,435.08
26618,Municipi,17164,Sant Hilari Sacalm,2011,gener-desembre,101,347.2
26619,Municipi,25192,Sant Guim de Freixenet,2011,gener-desembre,9,304.67
26620,Municipi,17163,Sant Gregori,2011,gener-desembre,23,589.83
26621,Municipi,8213,Sant Fruitós de Bages,2011,gener-desembre,71,436.85
26622,Municipi,8209,Sant Fost de Campsentelles,2011,gener-desembre,70,619.96
26624,Municipi,17161,Sant Feliu de Pallerols,2011,gener-desembre,18,396.78
26625,Municipi,8211,Sant Feliu de Llobregat,2011,gener-desembre,615,633.81
26626,Municipi,17160,Sant Feliu de Guíxols,2011,gener-desembre,371,481.49
26627,Municipi,8210,Sant Feliu de Codines,2011,gener-desembre,158,445.57
26629,Municipi,8208,Sant Esteve Sesrovires,2011,gener-desembre,103,725.11
26630,Municipi,8207,Sant Esteve de Palautordera,2011,gener-desembre,54,538.85
26632,Municipi,8205,Sant Cugat del Vallès,2011,gener-desembre,1473,858.49
26633,Municipi,17158,Sant Climent Sescebes,2011,gener-desembre,12,372.08
26634,Municipi,8204,Sant Climent de Llobregat,2011,gener-desembre,36,609.0
26635,Municipi,8202,Sant Celoni,2011,gener-desembre,338,463.01
26636,Municipi,8203,Sant Cebrià de Vallalta,2011,gener-desembre,31,626.61
26637,Municipi,43136,"Ràpita, la",2011,gener-desembre,111,354.04
26639,Municipi,8200,Sant Boi de Llobregat,2011,gener-desembre,877,615.78
26640,Municipi,8199,Sant Bartomeu del Grau,2011,gener-desembre,6,392.0
26641,Municipi,8198,Sant Antoni de Vilamajor,2011,gener-desembre,115,557.48
26644,Municipi,8197,Sant Andreu de Llavaneres,2011,gener-desembre,186,764.54
26645,Municipi,8196,Sant Andreu de la Barca,2011,gener-desembre,218,581.57
26647,Municipi,8194,Sant Adrià de Besòs,2011,gener-desembre,359,630.78
26648,Municipi,17155,Salt,2011,gener-desembre,619,452.67
26649,Municipi,43905,Salou,2011,gener-desembre,448,487.31
26650,Municipi,43135,Salomó,2011,gener-desembre,6,412.5
26651,Municipi,8191,Sallent,2011,gener-desembre,84,358.92
26655,Municipi,8187,Sabadell,2011,gener-desembre,3472,570.51
26658,Municipi,8184,Rubí,2011,gener-desembre,1029,577.62
26661,Municipi,17152,Roses,2011,gener-desembre,433,451.18
26662,Municipi,43133,Roquetes,2011,gener-desembre,69,353.0
26663,Municipi,43132,Rodonyà,2011,gener-desembre,6,329.5
26664,Municipi,8183,Roda de Ter,2011,gener-desembre,69,414.33
26665,Municipi,43131,Roda de Berà,2011,gener-desembre,78,482.96
26666,Municipi,8181,"Roca del Vallès, la",2011,gener-desembre,96,618.53
26668,Municipi,43129,Riudoms,2011,gener-desembre,103,453.27
26669,Municipi,17150,Riudellots de la Selva,2011,gener-desembre,14,526.07
26670,Municipi,43128,Riudecols,2011,gener-desembre,19,331.11
26671,Municipi,43127,Riudecanyes,2011,gener-desembre,6,570.33
26673,Municipi,17148,Riudarenes,2011,gener-desembre,15,495.0
26675,Municipi,8180,Ripollet,2011,gener-desembre,444,581.9
26676,Municipi,17147,Ripoll,2011,gener-desembre,161,386.04
26678,Municipi,43126,"Riera de Gaià, la",2011,gener-desembre,12,472.92
26679,Municipi,17146,Riells i Viabrea,2011,gener-desembre,20,554.0
26680,Municipi,17145,Ribes de Freser,2011,gener-desembre,11,447.27
26683,Municipi,43125,Riba-roja d'Ebre,2011,gener-desembre,7,347.14
26684,Municipi,43124,"Riba, la",2011,gener-desembre,6,242.5
26685,Municipi,25183,Rialp,2011,gener-desembre,6,355.0
