CODI_10,NOM_ENS,ANY,TOTAL,HOMES,DONES
1707360009,Ajuntament de Fornells de la Selva,1991,1152,,
0802720002,Ajuntament de les Cabanyes,2002,585,0,0
1722880001,Ajuntament de Vilanant,2019,392,,
0890190004,Ajuntament de Rupit i Pruit,2011,309,159,150
0807340003,Ajuntament de Cornellà de Llobregat,2008,85180,42342,42838
1707890004,Ajuntament de Ger,2010,461,,
0802350006,Ajuntament de Bigues i Riells del Fai,2007,7807,4013,3794
7004070005,Entitat Municipal Descentralitzada de Sellui,1996,9,,
1712080001,Ajuntament de Palau-saverdera,1994,771,,
0820930008,Ajuntament de Sant Fost de Campsentelles,1995,5612,,
1710300000,Ajuntament de Maçanet de la Selva,1996,3263,,
0815550006,Ajuntament de Palafolls,1996,4069,,
2500770005,Ajuntament d'Albatàrrec,2016,2291,,
4304770005,Ajuntament de Constantí,2014,6539,3396,3143
1709790004,Ajuntament de Madremanya,2006,222,,
0818100000,Ajuntament de la Roca del Vallès,2016,10599,,
0825200000,Ajuntament de Barberà del Vallès,2007,29208,14575,14633
0816720002,Ajuntament de Polinyà,2014,8238,4172,4066
4303980001,Ajuntament de Capafonts,1991,111,,
1709110007,Ajuntament de Llanars,2020,535,,
0804250006,Ajuntament de Cànoves i Samalús,1990,889,,
2501750006,Ajuntament d'Alins,1990,299,,
4306880001,Ajuntament de Godall,1994,762,,
4310420002,Ajuntament del Perelló,1996,2152,,
2506420002,Ajuntament de Castellar de la Ribera,2012,159,,
1716090004,Ajuntament de Sant Feliu de Guíxols,2021,22210,10908,11302
4307860009,Ajuntament de Masdenverge,2015,1096,,
0830540003,Ajuntament de Vilafranca del Penedès,2003,33381,0,0
4312640003,Ajuntament de la Riera de Gaià,1992,913,,
4308030008,Ajuntament de la Masó,2019,276,,
2521920002,Ajuntament de Tarroja de Segarra,2002,173,0,0
0815800000,Ajuntament del Papiol,2021,4232,2102,2130
1711750006,Ajuntament de Palafrugell,2017,22725,11274,11451
0808260009,Ajuntament de Fogars de la Selva,1995,533,,
4316280001,Ajuntament de Vandellòs i l'Hospitalet de l'Infant,2018,6386,3195,3191
4390760009,Ajuntament de la Canonja,2013,5741,2879,2862
2513330008,Ajuntament de Maials,2018,931,511,420
1700590004,Ajuntament del Far d'Empordà,1996,402,,
2505570005,Ajuntament de Biosca,1996,265,,
1702160009,Ajuntament de Beuda,1990,112,,
2514250006,Ajuntament de Montoliu de Lleida,2013,504,256,248
0819390004,Ajuntament de Sant Iscle de Vallalta,1991,513,,
2505010007,Ajuntament de Bellpuig,2012,4975,,
0820420002,Ajuntament de Sant Climent de Llobregat,2019,4129,,
4309570005,Ajuntament del Morell,2021,3732,1918,1814
1704990004,Ajuntament de Celrà,1996,2522,,
2509970005,Ajuntament de Golmés,2021,1855,931,924
0822640003,Ajuntament de Sant Martí de Tous,2013,1184,601,583
1714850006,Ajuntament de Riudarenes,2010,2123,,
1705190004,Ajuntament de Cistella,2021,282,137,145
1700310007,Ajuntament d'Albanyà,2014,155,85,70
2517710007,Ajuntament de Preixens,2020,418,,
1710240003,Ajuntament de Maçanet de Cabrenys,2012,739,,
1716800000,Ajuntament de Sant Joan de Mollet,2001,354,,
0828240003,Ajuntament de Tiana,2018,8709,4170,4539
2503870005,Ajuntament d'Aitona,2020,2567,,
0828580001,Ajuntament de Torelló,2003,12543,0,0
4310740003,Ajuntament de Pira,1990,340,,
4314440003,Ajuntament de la Secuita,2010,1547,,
8102650006,Consell Comarcal del Pallars Sobirà,1994,5623,,
0807900000,Ajuntament de l'Estany,2008,385,180,205
0826900000,Ajuntament de Seva,2005,2956,1517,1439
1723270005,Ajuntament de Vilopriu,2007,187,100,87
8100940003,Consell Comarcal del Baix Ebre,2004,71708,,
2590460009,Ajuntament de Castell de Mur,2009,173,,
0800570005,Ajuntament de l'Ametlla del Vallès,1994,4209,,
2514840003,Ajuntament d'Odèn,2017,256,150,106
1721160009,Ajuntament de Verges,2005,1173,574,599
0820420002,Ajuntament de Sant Climent de Llobregat,1993,2327,,
2505570005,Ajuntament de Biosca,1992,262,,
1715760009,Ajuntament de Sant Andreu Salou,2014,155,80,75
2501220002,Ajuntament d'Alcoletge,2018,3419,1772,1647
2521730008,Ajuntament de Tàrrega,2010,17189,,
0828450006,Ajuntament de Tordera,1992,8476,,
0808260009,Ajuntament de Fogars de la Selva,2007,1437,743,694
4300810007,Ajuntament d'Alfara de Carles,2004,385,,
4310420002,Ajuntament del Perelló,1995,2158,,
0802880001,Ajuntament de Cabrera d'Anoia,2005,944,509,435
2522340003,Ajuntament de Torà,2018,1244,624,620
4302870005,Ajuntament de la Bisbal del Penedès,2020,3631,,
8101670005,Consell Comarcal de la Conca de Barberà,2015,20482,,
2508990004,Ajuntament de Farrera,1994,95,,
2500580001,Ajuntament d'Alàs i Cerc,2003,396,0,0
4300690004,Ajuntament d'Aldover,2012,968,,
1707730008,Ajuntament de Garriguella,2017,851,418,433
4304020002,Ajuntament de Capçanes,1990,430,,
1712920002,Ajuntament de Pedret i Marzà,2012,184,,
0818100000,Ajuntament de la Roca del Vallès,1999,7136,,
0814960009,Ajuntament d'Olost,2017,1197,602,595
0890190004,Ajuntament de Rupit i Pruit,1999,356,,
1717070005,Ajuntament de Vallfogona de Ripollès,2001,210,,
2520430008,Ajuntament de Seròs,2003,1754,0,0
4390440003,Ajuntament de l'Aldea,2005,3693,1916,1777
1706430008,Ajuntament d'Espolla,1996,396,,
2519240003,Ajuntament de Sant Guim de Freixenet,2015,1078,,
0800600000,Ajuntament d'Arenys de Mar,1992,11178,,
0825080001,Ajuntament de Santa Margarida de Montbui,2020,10225,,
0828020002,Ajuntament de Tavertet,2021,113,55,58
1708130008,Ajuntament de Gualta,1990,293,,
0830150006,Ajuntament de Viladecans,2007,61718,30998,30720
8101080001,Consell Comarcal del Baix Empordà,2010,133221,,
0821660009,Ajuntament de Sant Jaume de Frontanyà,2021,28,17,11
0817050006,Ajuntament dels Prats de Rei,2001,545,,
1714500000,Ajuntament de Ribes de Freser,1993,2271,,
0829810007,Ajuntament de Vic,2021,47319,23954,23365
1720230008,Ajuntament de Tossa de Mar,2000,4195,,
1706810007,Ajuntament de Foixà,2018,305,159,146
1712890004,Ajuntament de Pau,2017,537,277,260
1711000000,Ajuntament de Mont-ras,1994,1473,,
1714980001,Ajuntament de Riudaura,2006,417,,
1711000000,Ajuntament de Mont-ras,1999,1599,,
0828610007,Ajuntament de la Torre de Claramunt,1992,1576,,
0806920002,Ajuntament de Collbató,1990,1021,,
0828020002,Ajuntament de Tavertet,2001,136,,
2506930008,Ajuntament de Castelló de Farfanya,2000,587,,
2513510007,Ajuntament de Miralcamp,2020,1385,,
4307270005,Ajuntament del Lloar,2012,116,,
0821530008,Ajuntament de Sant Hipòlit de Voltregà,2009,3447,,
1712080001,Ajuntament de Palau-saverdera,1990,724,,
8104020002,Consell Comarcal del Vallès Occidental,2001,731844,0,0
1720950006,Ajuntament de Vall-llobrega,2013,910,467,443
1716370005,Ajuntament de Sant Gregori,1991,1867,,
2590250006,Ajuntament de Sant Martí de Riucorb,2011,683,357,326
4312330008,Ajuntament de Reus,2013,106790,52211,54579
0826650006,Ajuntament de Cerdanyola del Vallès,1994,59263,,
0814830008,Ajuntament d'Olivella,1994,586,,
2590460009,Ajuntament de Castell de Mur,1998,149,,
4305210007,Ajuntament de Xerta,2006,1278,,
1707080001,Ajuntament de Fontanilles,1992,125,,
1706000000,Ajuntament de Darnius,2014,534,271,263
0817510007,Ajuntament de Puig-reig,2002,4269,0,0
4306880001,Ajuntament de Godall,2001,725,,
8100750006,Consell Comarcal del Bages,2015,174604,,
0810000000,Ajuntament de Gurb,2009,2475,,
0810220002,Ajuntament d'Igualada,2003,34391,0,0
0800440003,Ajuntament d'Alpens,2005,288,153,135
1715820002,Ajuntament de Sant Climent Sescebes,2018,635,368,267
0814770005,Ajuntament d'Olesa de Montserrat,1990,14864,,
0825730008,Ajuntament de Santa Maria de Miralles,2013,133,67,66
7003550006,Entitat Municipal Descentralitzada del Pla de la Font,1996,405,,
1713870005,Ajuntament de Portbou,2012,1296,,
2517130008,Ajuntament de la Pobla de Segur,1998,2912,,
0822050006,Ajuntament de Sant Julià de Vilatorta,2005,2729,1339,1390
2508990004,Ajuntament de Farrera,2009,133,,
0807870005,Ajuntament de l'Espunyola,1999,286,,
4312120002,Ajuntament de Rasquera,2015,864,,
2591390004,Ajuntament de Riu de Cerdanya,2003,86,0,0
2522490004,Ajuntament dels Torms,1990,215,,
0830360009,Ajuntament de Vilanova de Sau,2002,329,0,0
1703910007,Ajuntament de Camprodon,1995,2209,,
0816720002,Ajuntament de Polinyà,1996,3956,,
1706000000,Ajuntament de Darnius,1994,525,,
1709850006,Ajuntament de Maià de Montcal,2002,324,0,0
1722400000,Ajuntament de Vilallonga de Ter,1998,423,,
0801160009,Ajuntament d'Avià,2019,2226,,
7006770005,Entitat Municipal Descentralitzada de Rocallaura,2011,91,,
2513270005,Ajuntament de Massoteres,2000,183,,
0811730008,Ajuntament de les Masies de Voltregà,2010,3226,,
0819440003,Ajuntament de Sant Adrià de Besòs,2014,35386,17410,17976
0806150006,Ajuntament de Castellgalí,2020,2119,,
4307050006,Ajuntament dels Guiamets,1999,304,,
4308100000,Ajuntament de Maspujols,2012,750,,
0811540003,Ajuntament de Martorelles,2015,4756,,
1715820002,Ajuntament de Sant Climent Sescebes,2010,521,,
0819390004,Ajuntament de Sant Iscle de Vallalta,2013,1323,680,643
4317500000,Ajuntament de Vilalba dels Arcs,2010,721,,
0822700000,Ajuntament de Sant Martí Sarroca,2020,3261,,
1700590004,Ajuntament del Far d'Empordà,2021,619,318,301
2519610007,Ajuntament de Sant Esteve de la Sarga,2011,138,83,55
8102130008,Consell Comarcal del Maresme,1999,337596,,
7004530008,Entitat Municipal Descentralitzada de Tredòs,1991,240,,
1701010007,Ajuntament d'Argelaguer,2012,425,,
2522490004,Ajuntament dels Torms,2021,145,78,67
2502200000,Ajuntament d'Alòs de Balaguer,2000,187,,
2519020002,Ajuntament de Salàs de Pallars,2006,330,,
0816880001,Ajuntament de Pontons,2012,531,,
2512070005,Ajuntament de Lleida,2007,127314,63053,64261
2520380001,Ajuntament de la Seu d'Urgell,2018,12041,5834,6207
0806080001,Ajuntament de Castellfollit de Riubregós,1993,230,,
2507720002,Ajuntament de Coll de Nargó,2008,628,330,298
1721550006,Ajuntament de Vilablareix,1999,1658,,
1716800000,Ajuntament de Sant Joan de Mollet,1994,312,,
1706430008,Ajuntament d'Espolla,2004,380,,
2514250006,Ajuntament de Montoliu de Lleida,1994,456,,
0830200000,Ajuntament de Vilanova del Camí,1990,9137,,
0802910007,Ajuntament de Cabrera de Mar,2001,3795,,
4308970005,Ajuntament de Montferri,2014,369,203,166
0814240003,Ajuntament de la Nou de Berguedà,1994,147,,
4315410007,Ajuntament de Torroja del Priorat,2019,149,,
0808470005,Ajuntament de Fonollosa,2016,1401,,
1709040003,Ajuntament de Llambilles,1993,451,,
7000330008,Entitat Municipal Descentralitzada d'Araós,2016,55,27,26
2515380001,Ajuntament dels Omellons,1991,270,,
0807710007,Ajuntament d'Esplugues de Llobregat,2007,46286,22690,23596
0821290004,Ajuntament de Sant Feliu Sasserra,2012,660,,
0808980001,Ajuntament de Gavà,1993,36802,,
1720950006,Ajuntament de Vall-llobrega,2020,897,,
2517520002,Ajuntament de Prats i Sansor,2005,219,129,90
0814770005,Ajuntament d'Olesa de Montserrat,2004,20294,,
1709500000,Ajuntament de Lloret de Mar,2010,39794,,
2502730008,Ajuntament d'Anglesola,2010,1355,,
4303630008,Ajuntament de Cabra del Camp,2012,1165,,
1709790004,Ajuntament de Madremanya,1995,184,,
4309230008,Ajuntament de Mont-roig del Camp,1994,5354,,
4315920002,Ajuntament de Vallfogona de Riucorb,1999,135,,
1703350006,Ajuntament de Caldes de Malavella,2002,4365,0,0
2503340003,Ajuntament d'Artesa de Lleida,1990,1165,,
7001310007,Entitat Municipal Descentralitzada de Bagergue,1994,45,,
1720820002,Ajuntament de la Vall de Bianya,2005,1228,618,610
2515690004,Ajuntament d'Os de Balaguer,2009,985,,
1707080001,Ajuntament de Fontanilles,2002,147,0,0
0805690004,Ajuntament de Castelldefels,2015,63891,,
2522060009,Ajuntament de Térmens,2018,1383,705,678
0800180001,Ajuntament d'Abrera,1991,5464,,
2525370005,Ajuntament del Vilosell,1992,206,,
1721090004,Ajuntament de Ventalló,1995,566,,
4303320002,Ajuntament de Botarell,2001,695,,
1703290004,Ajuntament de Cadaqués,1991,1810,,
0803270005,Ajuntament de Caldes d'Estrac,2019,2982,,
2512910007,Ajuntament de Llobera,2018,195,107,88
1713870005,Ajuntament de Portbou,2015,1167,,
0808980001,Ajuntament de Gavà,2011,46250,22921,23329
4307700000,Ajuntament de Mas de Barberans,2000,699,,
1712890004,Ajuntament de Pau,2005,473,247,226
0807280001,Ajuntament de Corbera de Llobregat,2006,12805,,
0814450006,Ajuntament d'Olvan,2007,893,442,451
2513640003,Ajuntament de la Molsosa,2006,127,,
0823840003,Ajuntament de Sant Quirze del Vallès,2015,19602,,
2507530008,Ajuntament de Clariana de Cardener,1992,142,,
1716550006,Ajuntament de Sant Jaume de Llierca,2002,758,0,0
4316340003,Ajuntament del Vendrell,2021,38891,19299,19592
7006580001,Entitat Municipal Descentralitzada d'Unha,2021,144,,
0817270005,Ajuntament de Premià de Mar,2020,28531,,
2505390004,Ajuntament de Benavent de Segrià,2000,904,,
0809770005,Ajuntament de Gualba,2003,912,0,0
2509310007,Ajuntament de Fondarella,1999,678,,
2591180001,Ajuntament dels Plans de Sió,2021,503,277,226
4310680001,Ajuntament del Pinell de Brai,2000,1074,,
2504500000,Ajuntament de Bausen,2004,51,,
2511930008,Ajuntament de Juneda,1992,2967,,
8102710007,Consell Comarcal del Pla d'Urgell,2021,36769,18832,17937
1714320002,Ajuntament de Rabós,2013,185,88,97
2502360009,Ajuntament d'Alpicat,2018,6230,3129,3101
1711560009,Ajuntament d'Ordis,1993,302,,
1709320002,Ajuntament de Llers,1990,776,,
2591390004,Ajuntament de Riu de Cerdanya,2008,116,61,55
4302520002,Ajuntament de Benifallet,1994,927,,
1717400000,Ajuntament de Sant Miquel de Campmajor,1993,221,,
2514840003,Ajuntament d'Odèn,2016,259,,
0810380001,Ajuntament de Jorba,1996,561,,
1720230008,Ajuntament de Tossa de Mar,2007,5662,2873,2789
2516540003,Ajuntament de Peramola,2012,369,,
0809580001,Ajuntament de Granera,2004,78,,
0816880001,Ajuntament de Pontons,2011,572,309,263
0814190004,Ajuntament de Navàs,2002,5600,0,0
0813110007,Ajuntament de Montesquiu,1991,855,,
2506370005,Ajuntament de Canejan,1994,108,,
0825410007,Ajuntament de l'Esquirol,2010,2262,,
0804250006,Ajuntament de Cànoves i Samalús,1993,1196,,
1702090004,Ajuntament de Bescanó,2010,4555,,
8100810007,Consell Comarcal del Baix Camp,2014,190249,94149,96100
4304770005,Ajuntament de Constantí,2002,5206,0,0
4312120002,Ajuntament de Rasquera,2009,955,,
0805170005,Ajuntament de Castellar del Vallès,2008,22626,11288,11338
7003160009,Entitat Municipal Descentralitzada de Montenartró,2016,22,15,8
1708060009,Ajuntament de Gombrèn,2006,222,,
1701230008,Ajuntament d'Avinyonet de Puigventós,1995,448,,
2590590004,Ajuntament de Ribera d'Ondara,2016,446,,
2502080001,Ajuntament d'Almatret,2005,450,239,211
0830410007,Ajuntament de Vilobí del Penedès,2015,1085,,
4302900000,Ajuntament de Blancafort,2001,385,,
8101890004,Consell Comarcal de les Garrigues,2003,19315,0,0
4306290004,Ajuntament de Freginals,2008,449,238,211
0825080001,Ajuntament de Santa Margarida de Montbui,2010,9811,,
4317790004,Ajuntament de Vinebre,2014,449,228,221
2500580001,Ajuntament d'Alàs i Cerc,2008,396,205,191
2508510007,Ajuntament d'Estaràs,1993,163,,
8100430008,Consell Comarcal de l'Alt Urgell,2009,22037,,
4301360009,Ajuntament de l'Ametlla de Mar,2012,7688,,
0817700000,Ajuntament de la Quar,2018,60,32,28
2511420002,Ajuntament d'Ivorra,2014,115,59,56
7004140003,Entitat Municipal Descentralitzada de Senet,2021,40,,
4311140003,Ajuntament de la Pobla de Montornès,2001,1495,,
0824570005,Ajuntament de Santa Coloma de Gramenet,1991,133138,,
4309440003,Ajuntament de Móra la Nova,2007,3189,1630,1559
4316280001,Ajuntament de Vandellòs i l'Hospitalet de l'Infant,2019,6482,,
1717720002,Ajuntament de Sant Pau de Segúries,1996,648,,
1703140003,Ajuntament de Cabanelles,2003,240,0,0
0826900000,Ajuntament de Seva,2012,3436,,
1700310007,Ajuntament d'Albanyà,1999,137,,
0824180001,Ajuntament de Sant Sadurní d'Osormort,2010,94,,
0816070005,Ajuntament de Perafita,2010,396,,
4315670005,Ajuntament d'Ulldecona,2019,6300,,
0811360009,Ajuntament de Manresa,2002,65440,0,0
1706380001,Ajuntament d'Espinelves,2019,215,,
1719310007,Ajuntament de Sils,1994,2565,,
0817990004,Ajuntament de Rellinars,1994,300,,
7006300000,Entitat Municipal Descentralitzada d'Isil i Alós,2001,117,,
4306720002,Ajuntament de Ginestar,2011,986,520,466
0819950006,Ajuntament de Sant Bartomeu del Grau,2004,1084,,
1702370005,Ajuntament de Blanes,2020,39914,,
2521080001,Ajuntament de Soses,1990,1511,,
7004140003,Entitat Municipal Descentralitzada de Senet,1995,43,,
1707730008,Ajuntament de Garriguella,2013,864,433,431
8102900000,Consell Comarcal del Priorat,2010,10145,,
2517900000,Ajuntament de Prullans,1992,203,,
0805560009,Ajuntament de Castellcir,2018,728,377,351
2505390004,Ajuntament de Benavent de Segrià,2004,1178,,
1703530008,Ajuntament de Camós,2005,673,350,323
4311880001,Ajuntament de Pratdip,2015,697,,
4303470005,Ajuntament de Bràfim,2018,673,333,340
4302490004,Ajuntament de Bellvei,2010,2110,,
0824760009,Ajuntament de Santa Eulàlia de Riuprimer,2005,885,449,436
8101080001,Consell Comarcal del Baix Empordà,2020,135805,,
2508270005,Ajuntament d'Espot,1998,276,,
0802530008,Ajuntament del Bruc,1993,810,,
4313840003,Ajuntament de Santa Bàrbara,2011,3989,2042,1947
0828240003,Ajuntament de Tiana,1992,4779,,
0819570005,Ajuntament de Sant Agustí de Lluçanès,2010,101,,
4303630008,Ajuntament de Cabra del Camp,1994,469,,
7002820002,Entitat Municipal Descentralitzada de la Guàrdia d'Ares,1994,27,,
0810810007,Ajuntament de Lliçà de Vall,1999,4954,,
2511210007,Ajuntament d'Ivars de Noguera,1991,344,,
0830200000,Ajuntament de Vilanova del Camí,1998,10056,,
1722660009,Ajuntament de Vilamalla,2009,1134,,
0809960009,Ajuntament de Guardiola de Berguedà,1996,1014,,
2520220002,Ajuntament de Senterada,2003,100,0,0
0813040003,Ajuntament de Montclar,2011,112,54,58
0819010007,Ajuntament de Saldes,1992,335,,
1710190004,Ajuntament de Massanes,1996,490,,
2517340003,Ajuntament del Pont de Suert,1992,2300,,
0800760009,Ajuntament d'Arenys de Munt,2010,8335,,
1708060009,Ajuntament de Gombrèn,2009,232,,
1712920002,Ajuntament de Pedret i Marzà,2007,172,89,83
0826340003,Ajuntament de Sant Vicenç dels Horts,1999,24065,,
0801740003,Ajuntament de Balenyà,1993,3277,,
7004660009,Entitat Municipal Descentralitzada de Valldoreix,2020,8462,4015,4081
0813980001,Ajuntament de Mura,1994,297,,
1713490004,Ajuntament de Planoles,2009,279,,
4306290004,Ajuntament de Freginals,2000,362,,
1706170005,Ajuntament de Das,2008,214,113,101
0825540003,Ajuntament de Santa Maria de Merlès,2000,168,,
4310930008,Ajuntament de la Pobla de Mafumet,2014,3420,1763,1657
4313100000,Ajuntament de Roda de Berà,2016,6391,,
0810170005,Ajuntament de l'Hospitalet de Llobregat,2006,248150,,
2516410007,Ajuntament de Penelles,2014,504,298,206
2515560009,Ajuntament d'Organyà,1990,1048,,
4316340003,Ajuntament del Vendrell,1994,17089,,
4306910007,Ajuntament de Gratallops,2004,222,,
4316520002,Ajuntament de Vilabella,2015,803,,
2502200000,Ajuntament d'Alòs de Balaguer,2011,138,81,57
0802070005,Ajuntament de Begues,1990,1920,,
2511550006,Ajuntament d'Isona i Conca Dellà,2003,1197,0,0
1711560009,Ajuntament d'Ordis,2002,343,0,0
4303320002,Ajuntament de Botarell,2019,1068,,
1719620002,Ajuntament de Terrades,1996,192,,
0800230008,Ajuntament d'Aguilar de Segarra,2001,208,,
0806920002,Ajuntament de Collbató,2008,3971,2071,1900
0804310007,Ajuntament de Canyelles,2021,4886,2533,2353
2513640003,Ajuntament de la Molsosa,2011,116,59,57
2519020002,Ajuntament de Salàs de Pallars,1995,363,,
0824950006,Ajuntament de Santa Fe del Penedès,1993,222,,
4301410007,Ajuntament d'Amposta,2006,19142,,
4312480001,Ajuntament de la Riba,2016,594,,
4301200000,Ajuntament d'Altafulla,1993,2086,,
0828770005,Ajuntament de Torrelavit,1992,1205,,
1723050006,Ajuntament de Vila-sacra,2006,485,,
2510570005,Ajuntament de Granyena de les Garrigues,2015,161,,
0820160009,Ajuntament de Sant Boi de Lluçanès,2007,572,290,282
2502200000,Ajuntament d'Alòs de Balaguer,1991,165,,
0813260009,Ajuntament de Montmajor,2017,459,235,224
0805220002,Ajuntament de Castellar de n'Hug,1998,175,,
