Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda,Tram de preus
Municipi,08100,Gurb,2022,gener - desembre,8,772.50,> 600 euros/mes
Municipi,43071,Horta de Sant Joan,2022,gener - desembre,12,350.09,> 350 i <= 450 euros/mes
Municipi,08101,"Hospitalet de Llobregat, l'",2022,gener - desembre,5451,731.31,> 600 euros/mes
Municipi,08162,"Hostalets de Pierola, els",2022,gener - desembre,49,586.94,> 450 i <= 600 euros/mes
Municipi,17083,Hostalric,2022,gener - desembre,107,518.76,> 450 i <= 600 euros/mes
Municipi,08102,Igualada,2022,gener - desembre,826,525.64,> 450 i <= 600 euros/mes
Municipi,25115,Isona i Conca Dellà,2022,gener - desembre,7,312.86,<= 350 euros/mes
Municipi,17084,Isòvol,2022,gener - desembre,5,,> 600 euros/mes
Municipi,25113,Ivars d'Urgell,2022,gener - desembre,7,345.71,<= 350 euros/mes
Municipi,17085,Jafre,2022,gener - desembre,1,,> 450 i <= 600 euros/mes
Municipi,17086,"Jonquera, la",2022,gener - desembre,83,467.41,> 450 i <= 600 euros/mes
Municipi,08103,Jorba,2022,gener - desembre,14,595.36,> 450 i <= 600 euros/mes
Municipi,25910,Josa i Tuixén,2022,gener - desembre,2,,> 350 i <= 450 euros/mes
Municipi,17087,Juià,2022,gener - desembre,1,,> 600 euros/mes
Municipi,25118,Juncosa,2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,25119,Juneda,2022,gener - desembre,25,359.15,> 350 i <= 450 euros/mes
Municipi,25121,Les,2022,gener - desembre,12,460.42,> 450 i <= 600 euros/mes
Municipi,25122,Linyola,2022,gener - desembre,38,375.12,> 350 i <= 450 euros/mes
Municipi,08104,"Llacuna, la",2022,gener - desembre,18,464.89,> 450 i <= 600 euros/mes
Municipi,17088,Lladó,2022,gener - desembre,17,589.41,> 450 i <= 600 euros/mes
Municipi,08105,"Llagosta, la",2022,gener - desembre,154,667.64,> 600 euros/mes
Municipi,17089,Llagostera,2022,gener - desembre,137,523.22,> 450 i <= 600 euros/mes
Municipi,17090,Llambilles,2022,gener - desembre,2,,> 600 euros/mes
Municipi,17091,Llanars,2022,gener - desembre,7,1198.57,> 600 euros/mes
Municipi,17092,Llançà,2022,gener - desembre,94,527.36,> 450 i <= 600 euros/mes
Municipi,25120,Lleida,2022,gener - desembre,2600,505.67,> 450 i <= 600 euros/mes
Municipi,17093,Llers,2022,gener - desembre,7,632.14,> 600 euros/mes
Municipi,25127,Lles de Cerdanya,2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,08107,Lliçà d'Amunt,2022,gener - desembre,85,884.76,> 600 euros/mes
Municipi,08108,Lliçà de Vall,2022,gener - desembre,42,920.04,> 600 euros/mes
Municipi,08106,Llinars del Vallès,2022,gener - desembre,194,741.57,> 600 euros/mes
Municipi,17094,Llívia,2022,gener - desembre,30,578.33,> 450 i <= 600 euros/mes
Municipi,25129,Llobera,2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,43074,Llorenç del Penedès,2022,gener - desembre,23,555.22,> 450 i <= 600 euros/mes
Municipi,17095,Lloret de Mar,2022,gener - desembre,621,570.40,> 450 i <= 600 euros/mes
Municipi,17096,"Llosses, les",2022,gener - desembre,2,,> 600 euros/mes
Municipi,08109,Lluçà,2022,gener - desembre,3,,> 600 euros/mes
Municipi,17102,Maçanet de Cabrenys,2022,gener - desembre,14,468.57,> 450 i <= 600 euros/mes
Municipi,17103,Maçanet de la Selva,2022,gener - desembre,68,696.48,> 600 euros/mes
Municipi,17097,Madremanya,2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,17098,Maià de Montcal,2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,25133,Maials,2022,gener - desembre,4,,> 350 i <= 450 euros/mes
Municipi,25130,Maldà,2022,gener - desembre,2,,> 350 i <= 450 euros/mes
Municipi,08110,Malgrat de Mar,2022,gener - desembre,270,585.89,> 450 i <= 600 euros/mes
Municipi,08111,Malla,2022,gener - desembre,3,,> 600 euros/mes
Municipi,08112,Manlleu,2022,gener - desembre,306,488.04,> 450 i <= 600 euros/mes
Municipi,08113,Manresa,2022,gener - desembre,1854,506.67,> 450 i <= 600 euros/mes
Municipi,43076,Marçà,2022,gener - desembre,8,343.12,<= 350 euros/mes
Municipi,08242,Marganell,2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,08114,Martorell,2022,gener - desembre,370,651.74,> 600 euros/mes
Municipi,08115,Martorelles,2022,gener - desembre,73,582.12,> 450 i <= 600 euros/mes
Municipi,43077,Mas de Barberans,2022,gener - desembre,2,,> 600 euros/mes
Municipi,17100,Masarac,2022,gener - desembre,7,644.29,> 600 euros/mes
Municipi,43078,Masdenverge,2022,gener - desembre,5,,<= 350 euros/mes
Municipi,08116,"Masies de Roda, les",2022,gener - desembre,2,,> 350 i <= 450 euros/mes
Municipi,08117,"Masies de Voltregà, les",2022,gener - desembre,22,574.47,> 450 i <= 600 euros/mes
Municipi,43079,Masllorenç,2022,gener - desembre,9,513.33,> 450 i <= 600 euros/mes
Municipi,08118,"Masnou, el",2022,gener - desembre,556,929.85,> 600 euros/mes
Municipi,43080,"Masó, la",2022,gener - desembre,1,,<= 350 euros/mes
Municipi,43081,Maspujols,2022,gener - desembre,5,,> 450 i <= 600 euros/mes
Municipi,08119,Masquefa,2022,gener - desembre,106,661.86,> 600 euros/mes
Municipi,43082,"Masroig, el",2022,gener - desembre,5,,<= 350 euros/mes
Municipi,17101,Massanes,2022,gener - desembre,3,,> 350 i <= 450 euros/mes
Municipi,25132,Massoteres,2022,gener - desembre,1,,> 450 i <= 600 euros/mes
Municipi,08120,Matadepera,2022,gener - desembre,135,1157.80,> 600 euros/mes
Municipi,08121,Mataró,2022,gener - desembre,2562,679.76,> 600 euros/mes
Municipi,08122,Mediona,2022,gener - desembre,44,446.76,> 350 i <= 450 euros/mes
Municipi,25134,Menàrguens,2022,gener - desembre,5,,> 350 i <= 450 euros/mes
Municipi,17099,Meranges,2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,17105,Mieres,2022,gener - desembre,12,485.00,> 450 i <= 600 euros/mes
Municipi,25135,Miralcamp,2022,gener - desembre,6,426.67,> 350 i <= 450 euros/mes
Municipi,43084,Miravet,2022,gener - desembre,5,,<= 350 euros/mes
Municipi,08138,Moià,2022,gener - desembre,193,512.09,> 450 i <= 600 euros/mes
Municipi,43085,"Molar, el",2022,gener - desembre,2,,<= 350 euros/mes
Municipi,08123,Molins de Rei,2022,gener - desembre,515,760.24,> 600 euros/mes
Municipi,25137,Mollerussa,2022,gener - desembre,359,419.05,> 350 i <= 450 euros/mes
Municipi,08124,Mollet del Vallès,2022,gener - desembre,756,667.81,> 600 euros/mes
Municipi,17107,Molló,2022,gener - desembre,4,,> 350 i <= 450 euros/mes
Municipi,08128,Monistrol de Calders,2022,gener - desembre,8,384.25,> 350 i <= 450 euros/mes
Municipi,08127,Monistrol de Montserrat,2022,gener - desembre,69,462.99,> 450 i <= 600 euros/mes
Municipi,17109,Montagut i Oix,2022,gener - desembre,10,610.00,> 600 euros/mes
Municipi,43086,Montblanc,2022,gener - desembre,111,402.23,> 350 i <= 450 euros/mes
Municipi,43088,Montbrió del Camp,2022,gener - desembre,71,462.73,> 450 i <= 600 euros/mes
Municipi,08125,Montcada i Reixac,2022,gener - desembre,507,667.72,> 600 euros/mes
Municipi,25139,Montellà i Martinet,2022,gener - desembre,17,457.77,> 450 i <= 600 euros/mes
Municipi,08131,Montesquiu,2022,gener - desembre,27,377.41,> 350 i <= 450 euros/mes
Municipi,25140,Montferrer i Castellbò,2022,gener - desembre,10,600.50,> 600 euros/mes
Municipi,43089,Montferri,2022,gener - desembre,5,,> 600 euros/mes
Municipi,25138,Montgai,2022,gener - desembre,6,364.72,> 350 i <= 450 euros/mes
Municipi,08126,Montgat,2022,gener - desembre,193,938.34,> 600 euros/mes
Municipi,08132,Montmajor,2022,gener - desembre,8,573.12,> 450 i <= 600 euros/mes
Municipi,08133,Montmaneu,2022,gener - desembre,1,,<= 350 euros/mes
Municipi,43090,"Montmell, el",2022,gener - desembre,7,545.71,> 450 i <= 600 euros/mes
Municipi,08135,Montmeló,2022,gener - desembre,111,660.82,> 600 euros/mes
Municipi,25142,Montoliu de Lleida,2022,gener - desembre,1,,> 350 i <= 450 euros/mes
Municipi,25141,Montoliu de Segarra,2022,gener - desembre,5,,> 450 i <= 600 euros/mes
Municipi,25143,Montornès de Segarra,2022,gener - desembre,1,,<= 350 euros/mes
Municipi,08136,Montornès del Vallès,2022,gener - desembre,250,648.98,> 600 euros/mes
Municipi,43091,Mont-ral,2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,17110,Mont-ras,2022,gener - desembre,6,545.83,> 450 i <= 600 euros/mes
Municipi,43092,Mont-roig del Camp,2022,gener - desembre,164,569.88,> 450 i <= 600 euros/mes
Municipi,08137,Montseny,2022,gener - desembre,19,531.58,> 450 i <= 600 euros/mes
Municipi,43093,Móra d'Ebre,2022,gener - desembre,83,361.40,> 350 i <= 450 euros/mes
Municipi,43094,Móra la Nova,2022,gener - desembre,30,377.17,> 350 i <= 450 euros/mes
Municipi,43095,"Morell, el",2022,gener - desembre,57,497.57,> 450 i <= 600 euros/mes
Municipi,43096,"Morera de Montsant, la",2022,gener - desembre,1,,<= 350 euros/mes
Municipi,08129,Muntanyola,2022,gener - desembre,5,,> 600 euros/mes
Municipi,08139,Mura,2022,gener - desembre,3,,> 600 euros/mes
Municipi,25025,Naut Aran,2022,gener - desembre,15,829.67,> 600 euros/mes
Municipi,08140,Navarcles,2022,gener - desembre,114,479.46,> 450 i <= 600 euros/mes
Municipi,08141,Navàs,2022,gener - desembre,105,442.67,> 350 i <= 450 euros/mes
Municipi,17111,Navata,2022,gener - desembre,30,723.33,> 600 euros/mes
Municipi,25146,Navès,2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,08142,"Nou de Berguedà, la",2022,gener - desembre,2,,<= 350 euros/mes
Municipi,43097,"Nou de Gaià, la",2022,gener - desembre,9,424.78,> 350 i <= 450 euros/mes
Municipi,43098,Nulles,2022,gener - desembre,10,527.00,> 450 i <= 600 euros/mes
Municipi,25148,Odèn,2022,gener - desembre,1,,> 450 i <= 600 euros/mes
Municipi,08143,Òdena,2022,gener - desembre,27,490.93,> 450 i <= 600 euros/mes
Municipi,08145,Olèrdola,2022,gener - desembre,34,669.85,> 600 euros/mes
Municipi,08146,Olesa de Bonesvalls,2022,gener - desembre,12,622.51,> 600 euros/mes
Municipi,08147,Olesa de Montserrat,2022,gener - desembre,321,638.45,> 600 euros/mes
Municipi,25149,Oliana,2022,gener - desembre,17,378.18,> 350 i <= 450 euros/mes
Municipi,25151,Olius,2022,gener - desembre,7,620.71,> 600 euros/mes
Municipi,08148,Olivella,2022,gener - desembre,28,1026.76,> 600 euros/mes
Municipi,08149,Olost,2022,gener - desembre,15,447.67,> 350 i <= 450 euros/mes
Municipi,17114,Olot,2022,gener - desembre,816,496.20,> 450 i <= 600 euros/mes
Municipi,25152,"Oluges, les",2022,gener - desembre,2,,> 350 i <= 450 euros/mes
Municipi,08144,Olvan,2022,gener - desembre,16,400.48,> 350 i <= 450 euros/mes
Municipi,25153,"Omellons, els",2022,gener - desembre,1,,> 350 i <= 450 euros/mes
Municipi,17115,Ordis,2022,gener - desembre,4,,> 450 i <= 600 euros/mes
Municipi,25155,Organyà,2022,gener - desembre,13,409.23,> 350 i <= 450 euros/mes
Municipi,08150,Orís,2022,gener - desembre,5,,> 450 i <= 600 euros/mes
Municipi,08151,Oristà,2022,gener - desembre,4,,> 450 i <= 600 euros/mes
Municipi,08152,Orpí,2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,08153,Òrrius,2022,gener - desembre,18,760.00,> 600 euros/mes
Municipi,25156,Os de Balaguer,2022,gener - desembre,5,,> 450 i <= 600 euros/mes
Municipi,17116,Osor,2022,gener - desembre,3,,> 350 i <= 450 euros/mes
Municipi,25157,Ossó de Sió,2022,gener - desembre,2,,<= 350 euros/mes
Municipi,08154,Pacs del Penedès,2022,gener - desembre,6,425.83,> 350 i <= 450 euros/mes
Municipi,08155,Palafolls,2022,gener - desembre,93,591.78,> 450 i <= 600 euros/mes
Municipi,17117,Palafrugell,2022,gener - desembre,347,582.76,> 450 i <= 600 euros/mes
Municipi,17118,Palamós,2022,gener - desembre,339,635.78,> 600 euros/mes
Municipi,25158,"Palau d'Anglesola, el",2022,gener - desembre,12,382.50,> 350 i <= 450 euros/mes
Municipi,17121,Palau-sator,2022,gener - desembre,3,,> 600 euros/mes
Municipi,17120,Palau-saverdera,2022,gener - desembre,17,585.00,> 450 i <= 600 euros/mes
Municipi,08156,Palau-solità i Plegamans,2022,gener - desembre,164,831.12,> 600 euros/mes
Municipi,43100,"Pallaresos, els",2022,gener - desembre,16,629.38,> 600 euros/mes
Municipi,08157,Pallejà,2022,gener - desembre,122,757.60,> 600 euros/mes
Municipi,08905,"Palma de Cervelló, la",2022,gener - desembre,56,691.85,> 600 euros/mes
Municipi,43099,"Palma d'Ebre, la",2022,gener - desembre,2,,<= 350 euros/mes
Municipi,17124,Pals,2022,gener - desembre,19,814.84,> 600 euros/mes
Municipi,08158,"Papiol, el",2022,gener - desembre,48,852.92,> 600 euros/mes
Municipi,17125,Pardines,2022,gener - desembre,1,,> 450 i <= 600 euros/mes
Municipi,08159,Parets del Vallès,2022,gener - desembre,233,710.81,> 600 euros/mes
Municipi,17126,Parlavà,2022,gener - desembre,4,,> 600 euros/mes
Municipi,17128,Pau,2022,gener - desembre,9,680.56,> 600 euros/mes
Municipi,43102,Paüls,2022,gener - desembre,1,,<= 350 euros/mes
Municipi,17129,Pedret i Marzà,2022,gener - desembre,1,,> 600 euros/mes
Municipi,17130,"Pera, la",2022,gener - desembre,2,,> 600 euros/mes
Municipi,08160,Perafita,2022,gener - desembre,3,,> 600 euros/mes
Municipi,43103,Perafort,2022,gener - desembre,17,566.76,> 450 i <= 600 euros/mes
Municipi,17132,Peralada,2022,gener - desembre,55,662.73,> 600 euros/mes
Municipi,43104,"Perelló, el",2022,gener - desembre,27,353.33,> 350 i <= 450 euros/mes
Municipi,08161,Piera,2022,gener - desembre,187,615.23,> 600 euros/mes
Municipi,43105,"Piles, les",2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,08163,Pineda de Mar,2022,gener - desembre,520,603.09,> 600 euros/mes
Municipi,43106,"Pinell de Brai, el",2022,gener - desembre,2,,<= 350 euros/mes
Municipi,25166,Pinell de Solsonès,2022,gener - desembre,3,,> 350 i <= 450 euros/mes
Municipi,43107,Pira,2022,gener - desembre,3,,<= 350 euros/mes
Municipi,43108,"Pla de Santa Maria, el",2022,gener - desembre,34,474.24,> 450 i <= 600 euros/mes
Municipi,08164,"Pla del Penedès, el",2022,gener - desembre,19,491.60,> 450 i <= 600 euros/mes
Municipi,17133,"Planes d'Hostoles, les",2022,gener - desembre,16,469.06,> 450 i <= 600 euros/mes
Municipi,17134,Planoles,2022,gener - desembre,5,,> 450 i <= 600 euros/mes
Municipi,25911,"Plans de Sió, els",2022,gener - desembre,2,,<= 350 euros/mes
Municipi,25168,"Poal, el",2022,gener - desembre,2,,> 450 i <= 600 euros/mes
Municipi,08165,"Pobla de Claramunt, la",2022,gener - desembre,31,408.87,> 350 i <= 450 euros/mes
Municipi,08166,"Pobla de Lillet, la",2022,gener - desembre,31,449.68,> 350 i <= 450 euros/mes
Municipi,43109,"Pobla de Mafumet, la",2022,gener - desembre,72,499.68,> 450 i <= 600 euros/mes
Municipi,43110,"Pobla de Massaluca, la",2022,gener - desembre,1,,<= 350 euros/mes
Municipi,43111,"Pobla de Montornès, la",2022,gener - desembre,47,513.55,> 450 i <= 600 euros/mes
Municipi,25171,"Pobla de Segur, la",2022,gener - desembre,58,332.06,<= 350 euros/mes
Municipi,43112,Poboleda,2022,gener - desembre,1,,> 600 euros/mes
Municipi,08167,Polinyà,2022,gener - desembre,103,680.91,> 600 euros/mes
Municipi,43113,"Pont d'Armentera, el",2022,gener - desembre,5,,> 350 i <= 450 euros/mes
Municipi,17135,Pont de Molins,2022,gener - desembre,6,433.33,> 350 i <= 450 euros/mes
Municipi,25173,"Pont de Suert, el",2022,gener - desembre,36,385.56,> 350 i <= 450 euros/mes
Municipi,08182,"Pont de Vilomara i Rocafort, el",2022,gener - desembre,60,456.73,> 450 i <= 600 euros/mes
Municipi,08168,Pontons,2022,gener - desembre,14,327.50,<= 350 euros/mes
Municipi,17136,Pontós,2022,gener - desembre,1,,> 350 i <= 450 euros/mes
Municipi,25172,Ponts,2022,gener - desembre,38,332.45,<= 350 euros/mes
Municipi,17137,Porqueres,2022,gener - desembre,26,624.42,> 600 euros/mes
Municipi,43114,Porrera,2022,gener - desembre,2,,<= 350 euros/mes
Municipi,17140,"Port de la Selva, el",2022,gener - desembre,20,712.25,> 600 euros/mes
Municipi,17138,Portbou,2022,gener - desembre,7,402.14,> 350 i <= 450 euros/mes
Municipi,25174,"Portella, la",2022,gener - desembre,7,405.71,> 350 i <= 450 euros/mes
Municipi,43115,Pradell de la Teixeta,2022,gener - desembre,1,,> 600 euros/mes
Municipi,43116,Prades,2022,gener - desembre,8,383.12,> 350 i <= 450 euros/mes
Municipi,43117,Prat de Comte,2022,gener - desembre,1,,> 600 euros/mes
Municipi,08169,"Prat de Llobregat, el",2022,gener - desembre,851,765.69,> 600 euros/mes
Municipi,43118,Pratdip,2022,gener - desembre,4,,> 350 i <= 450 euros/mes
Municipi,08171,Prats de Lluçanès,2022,gener - desembre,44,423.80,> 350 i <= 450 euros/mes
Municipi,08170,"Prats de Rei, els",2022,gener - desembre,10,319.34,<= 350 euros/mes
Municipi,25175,Prats i Sansor,2022,gener - desembre,4,,> 600 euros/mes
Municipi,25176,Preixana,2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,25177,Preixens,2022,gener - desembre,2,,<= 350 euros/mes
Municipi,08230,Premià de Dalt,2022,gener - desembre,132,1113.92,> 600 euros/mes
Municipi,08172,Premià de Mar,2022,gener - desembre,517,805.48,> 600 euros/mes
Municipi,17139,"Preses, les",2022,gener - desembre,13,527.78,> 450 i <= 600 euros/mes
Municipi,25179,Prullans,2022,gener - desembre,4,,> 450 i <= 600 euros/mes
Municipi,17141,Puigcerdà,2022,gener - desembre,218,622.46,> 600 euros/mes
Municipi,08174,Puigdàlber,2022,gener - desembre,5,,> 450 i <= 600 euros/mes
Municipi,25180,Puiggròs,2022,gener - desembre,2,,> 600 euros/mes
Municipi,43119,Puigpelat,2022,gener - desembre,9,509.11,> 450 i <= 600 euros/mes
Municipi,08175,Puig-reig,2022,gener - desembre,99,405.25,> 350 i <= 450 euros/mes
Municipi,25181,Puigverd d'Agramunt,2022,gener - desembre,1,,> 350 i <= 450 euros/mes
Municipi,25182,Puigverd de Lleida,2022,gener - desembre,6,475.00,> 450 i <= 600 euros/mes
Municipi,17142,Quart,2022,gener - desembre,41,701.10,> 600 euros/mes
Municipi,17043,Queralbs,2022,gener - desembre,1,,> 350 i <= 450 euros/mes
Municipi,43120,Querol,2022,gener - desembre,2,,> 600 euros/mes
Municipi,17143,Rabós,2022,gener - desembre,4,,> 600 euros/mes
Municipi,08178,Rajadell,2022,gener - desembre,6,664.50,> 600 euros/mes
Municipi,43136,"Ràpita, la",2022,gener - desembre,280,417.92,> 350 i <= 450 euros/mes
Municipi,43121,Rasquera,2022,gener - desembre,2,,<= 350 euros/mes
Municipi,17144,Regencós,2022,gener - desembre,2,,> 600 euros/mes
Municipi,08179,Rellinars,2022,gener - desembre,6,500.00,> 450 i <= 600 euros/mes
Municipi,43122,Renau,2022,gener - desembre,1,,> 350 i <= 450 euros/mes
Municipi,43123,Reus,2022,gener - desembre,2281,525.88,> 450 i <= 600 euros/mes
Municipi,25183,Rialp,2022,gener - desembre,35,399.14,> 350 i <= 450 euros/mes
Municipi,43124,"Riba, la",2022,gener - desembre,13,313.08,<= 350 euros/mes
Municipi,43125,Riba-roja d'Ebre,2022,gener - desembre,10,354.00,> 350 i <= 450 euros/mes
Municipi,25905,Ribera d'Ondara,2022,gener - desembre,4,,> 450 i <= 600 euros/mes
Municipi,25185,Ribera d'Urgellet,2022,gener - desembre,10,487.00,> 450 i <= 600 euros/mes
Municipi,17145,Ribes de Freser,2022,gener - desembre,29,442.92,> 350 i <= 450 euros/mes
Municipi,17146,Riells i Viabrea,2022,gener - desembre,40,747.88,> 600 euros/mes
Municipi,43126,"Riera de Gaià, la",2022,gener - desembre,24,505.62,> 450 i <= 600 euros/mes
Municipi,25186,Riner,2022,gener - desembre,2,,> 350 i <= 450 euros/mes
Municipi,17147,Ripoll,2022,gener - desembre,285,449.71,> 350 i <= 450 euros/mes
Municipi,08180,Ripollet,2022,gener - desembre,481,663.80,> 600 euros/mes
Municipi,25913,Riu de Cerdanya,2022,gener - desembre,2,,> 600 euros/mes
Municipi,17148,Riudarenes,2022,gener - desembre,21,614.52,> 600 euros/mes
Municipi,17149,Riudaura,2022,gener - desembre,3,,> 450 i <= 600 euros/mes
Municipi,43127,Riudecanyes,2022,gener - desembre,10,481.96,> 450 i <= 600 euros/mes
Municipi,43128,Riudecols,2022,gener - desembre,32,471.56,> 450 i <= 600 euros/mes
Municipi,17150,Riudellots de la Selva,2022,gener - desembre,26,712.88,> 600 euros/mes
Municipi,43129,Riudoms,2022,gener - desembre,82,475.28,> 450 i <= 600 euros/mes
Municipi,17151,Riumors,2022,gener - desembre,4,,> 450 i <= 600 euros/mes
Municipi,08181,"Roca del Vallès, la",2022,gener - desembre,139,737.57,> 600 euros/mes
Municipi,43130,Rocafort de Queralt,2022,gener - desembre,8,375.62,> 350 i <= 450 euros/mes
Municipi,43131,Roda de Berà,2022,gener - desembre,152,599.25,> 450 i <= 600 euros/mes
Municipi,08183,Roda de Ter,2022,gener - desembre,106,514.97,> 450 i <= 600 euros/mes
Municipi,43132,Rodonyà,2022,gener - desembre,3,,<= 350 euros/mes
Municipi,43133,Roquetes,2022,gener - desembre,149,375.56,> 350 i <= 450 euros/mes
Municipi,17152,Roses,2022,gener - desembre,355,533.36,> 450 i <= 600 euros/mes
Municipi,25189,Rosselló,2022,gener - desembre,21,442.38,> 350 i <= 450 euros/mes
Municipi,43134,"Rourell, el",2022,gener - desembre,11,440.45,> 350 i <= 450 euros/mes
Municipi,08184,Rubí,2022,gener - desembre,1202,688.22,> 600 euros/mes
Municipi,08185,Rubió,2022,gener - desembre,2,,> 600 euros/mes
Municipi,17153,Rupià,2022,gener - desembre,6,812.50,> 600 euros/mes
